Q,H0+H1+H2+H9
Q315069,H0
Q316060,H1
Q316061,H1
Q316062,H1
Q316063,H1
Q316064,H1
Q316065,H0+H1
Q316066,H0+H1
Q316067,H0
Q316068,H0
Q316069,H0
Q317060,H1
Q317061,H1
Q317062,H1
Q317063,H1
Q317064,H1
Q317065,H1
Q317066,H0+H1
Q317067,H0+H1
Q317068,H0
Q317069,H0
Q318060,H1
Q318061,H1
Q318062,H1
Q318063,H1
Q318064,H1
Q318065,H1
Q318066,H1
Q318067,H0+H1
Q318068,H0
Q318069,H0
Q319060,H1
Q319061,H1
Q319062,H1
Q319063,H1
Q319064,H1
Q319065,H1
Q319066,H1
Q319067,H0+H1
Q319068,H0+H1
Q319069,H0
Q3107,H0
Q30E,H0
Q30F,H1
Q30G,H1
Q30H,H0+H1
Q3204,H0+H1
Q320040,H1
Q320041,H1
Q320042,H0+H1
Q320043,H0
Q320044,H0
Q320045,H0
Q320046,H0
Q320047,H0
Q320048,H0
Q320049,H0
Q321040,H1
Q321041,H1
Q321042,H0+H1
Q321043,H0+H1
Q321044,H0+H1
Q321045,H0
Q321046,H0
Q321047,H0
Q321048,H0
Q321049,H0
Q322040,H1
Q322041,H1
Q322042,H1
Q322043,H1
Q322044,H0+H1
Q322045,H0+H1
Q322046,H0+H1
Q322047,H0
Q322048,H0
Q322049,H0
Q323040,H1
Q323041,H1
Q323042,H1
Q323043,H1
Q323044,H1
Q323045,H0+H1
Q323046,H0+H1
Q323047,H0+H1
Q323048,H0+H1
Q323049,H0+H1
Q324040,H1
Q324041,H1
Q324042,H1
Q324043,H1
Q324044,H1
Q324045,H1
Q324046,H1
Q324047,H1
Q324048,H1
Q324049,H0+H1
Q325040,H1
Q325041,H1
Q325042,H1
Q325043,H1
Q325044,H1
Q325045,H1
Q325046,H1
Q325047,H1
Q325048,H1
Q325049,H1
Q326040,H1
Q326041,H1
Q326042,H1
Q326043,H1
Q326044,H1
Q326045,H1
Q326046,H1
Q326047,H1
Q326048,H1
Q326049,H0+H1
Q327040,H1
Q327041,H1
Q327042,H1
Q327043,H1
Q327044,H1
Q327045,H1
Q327046,H1
Q327047,H1
Q327048,H1
Q327049,H0+H1
Q328040,H1
Q328041,H1
Q328042,H1
Q328043,H1
Q328044,H1
Q328045,H1
Q328046,H1
Q328047,H1
Q328048,H1
Q328049,H0+H1
Q329040,H1
Q329041,H1
Q329042,H1
Q329043,H1
Q329044,H1
Q329045,H1
Q329046,H1
Q329047,H1
Q329048,H1
Q329049,H0+H1
Q3205,H0+H1
Q320050,H0
Q320051,H0+H1
Q320052,H0+H1
Q320053,H0+H1
Q320054,H0+H1
Q320055,H0+H1
Q320056,H0
Q320057,H0+H1
Q320058,H0+H1
Q320059,H1
Q321050,H0
Q321051,H0+H1
Q321052,H0+H1
Q321053,H0+H1
Q321054,H0+H1
Q321055,H0+H1
Q321056,H0+H1
Q321057,H0+H1
Q321058,H0+H1
Q321059,H1
Q322050,H0
Q322051,H0
Q322052,H0+H1
Q322053,H0+H1
Q322054,H0+H1
Q322055,H0+H1
Q322056,H1
Q322057,H0+H1
Q322058,H1
Q322059,H1
Q323050,H0
Q323051,H0
Q323052,H0+H1
Q323053,H0+H1
Q323054,H1
Q323055,H1
Q323056,H1
Q323057,H1
Q323058,H1
Q323059,H1
Q324050,H0+H1
Q324051,H0
Q324052,H0
Q324053,H0+H1
Q324054,H1
Q324055,H1
Q324056,H1
Q324057,H1
Q324058,H1
Q324059,H1
Q325050,H0+H1
Q325051,H0
Q325052,H0
Q325053,H0+H1
Q325054,H0+H1
Q325055,H1
Q325056,H1
Q325057,H1
Q325058,H1
Q325059,H1
Q326050,H0+H1
Q326051,H0
Q326052,H0
Q326053,H0+H1
Q326054,H0+H1
Q326055,H1
Q326056,H1
Q326057,H1
Q326058,H1
Q326059,H1
Q327050,H0
Q327051,H0
Q327052,H0
Q327053,H0
Q327054,H0+H1
Q327055,H0+H1
Q327056,H1
Q327057,H1
Q327058,H1
Q327059,H1
Q328050,H0
Q328051,H0
Q328052,H0
Q328053,H0
Q328054,H0+H1
Q328055,H0+H1
Q328056,H1
Q328057,H1
Q328058,H1
Q328059,H1
Q329050,H0
Q329051,H0
Q329052,H0+H1
Q329053,H0+H1
Q329054,H0+H1
Q329055,H1
Q329056,H1
Q329057,H1
Q329058,H1
Q329059,H1
Q3304,H0+H1
Q330040,H1
Q330041,H1
Q330042,H1
Q330043,H1
Q330044,H1
Q330045,H1
Q330046,H1
Q330047,H1
Q330048,H1
Q330049,H0+H1
Q331040,H1
Q331041,H1
Q331042,H1
Q331043,H1
Q331044,H1
Q331045,H1
Q331046,H1
Q331047,H1
Q331048,H1
Q331049,H1
Q332040,H1
Q332041,H1
Q332042,H1
Q332043,H1
Q332044,H1
Q332045,H1
Q332046,H1
Q332047,H1
Q332048,H1
Q332049,H1
Q333040,H1
Q333041,H1
Q333042,H1
Q333043,H1
Q333044,H1
Q333045,H1
Q333046,H1
Q333047,H1
Q333048,H1
Q333049,H1
Q334040,H1
Q334041,H1
Q334042,H1
Q334043,H1
Q334044,H1
Q334045,H1
Q334046,H1
Q334047,H1
Q334048,H1
Q334049,H1
Q335040,H1
Q335041,H1
Q335042,H1
Q335043,H1
Q335044,H1
Q335045,H1
Q335046,H1
Q335047,H1
Q335048,H1
Q335049,H1
Q336040,H1
Q336041,H1
Q336042,H1
Q336043,H1
Q336044,H1
Q336045,H1
Q336046,H1
Q336047,H1
Q336048,H1
Q336049,H1
Q337040,H1
Q337041,H1
Q337042,H1
Q337043,H1
Q337044,H1
Q337045,H1
Q337046,H1
Q337047,H1
Q337048,H1
Q337049,H1
Q338040,H1
Q338041,H1
Q338042,H1
Q338043,H1
Q338044,H1
Q338045,H1
Q338046,H1
Q338047,H1
Q338048,H1
Q338049,H1
Q339040,H1
Q339041,H1
Q339042,H1
Q339043,H1
Q339044,H1
Q339045,H1
Q339046,H1
Q339047,H1
Q339048,H1
Q339049,H1
Q3305,H0+H1
Q330050,H0+H1
Q330051,H0
Q330052,H0+H1
Q330053,H1
Q330054,H1
Q330055,H1
Q330056,H1
Q330057,H1
Q330058,H1
Q330059,H1
Q331050,H0+H1
Q331051,H0+H1
Q331052,H0+H1
Q331053,H1
Q331054,H1
Q331055,H1
Q331056,H1
Q331057,H1
Q331058,H1
Q331059,H1
Q332050,H1
Q332051,H1
Q332052,H1
Q332053,H1
Q332054,H1
Q332055,H1
Q332056,H1
Q332057,H1
Q332058,H1
Q332059,H1
Q333050,H1
Q333051,H1
Q333052,H1
Q333053,H1
Q333054,H1
Q333055,H1
Q333056,H1
Q333057,H1
Q333058,H1
Q333059,H1
Q334050,H1
Q334051,H1
Q334052,H1
Q334053,H1
Q334054,H1
Q334055,H1
Q334056,H1
Q334057,H1
Q334058,H1
Q334059,H1
Q335050,H1
Q335051,H1
Q335052,H1
Q335053,H1
Q335054,H1
Q335055,H1
Q335056,H1
Q335057,H1
Q335058,H1
Q335059,H1
Q336050,H1
Q336051,H1
Q336052,H1
Q336053,H1
Q336054,H1
Q336055,H1
Q336056,H1
Q336057,H1
Q336058,H1
Q336059,H1
Q337050,H1
Q337051,H1
Q337052,H1
Q337053,H1
Q337054,H1
Q337055,H1
Q337056,H1
Q337057,H1
Q337058,H1
Q337059,H1
Q338050,H1
Q338051,H1
Q338052,H1
Q338053,H1
Q338054,H1
Q338055,H1
Q338056,H1
Q338057,H1
Q338058,H1
Q338059,H1
Q339050,H1
Q339051,H1
Q339052,H1
Q339053,H1
Q339054,H1
Q339055,H1
Q339056,H1
Q339057,H1
Q339058,H1
Q339059,H1
Q30I,H0+H1
Q3206,H0+H1
Q320060,H1
Q320061,H1
Q320062,H1
Q320063,H1
Q320064,H1
Q320065,H1
Q320066,H1
Q320067,H1
Q320068,H0+H1
Q320069,H0+H1
Q321060,H1
Q321061,H1
Q321062,H1
Q321063,H1
Q321064,H1
Q321065,H1
Q321066,H1
Q321067,H1
Q321068,H1
Q321069,H0+H1
Q322060,H1
Q322061,H1
Q322062,H1
Q322063,H1
Q322064,H1
Q322065,H1
Q322066,H1
Q322067,H1
Q322068,H1
Q322069,H0+H1
Q323060,H1
Q323061,H1
Q323062,H1
Q323063,H1
Q323064,H1
Q323065,H1
Q323066,H1
Q323067,H1
Q323068,H1
Q323069,H1
Q324060,H1
Q324061,H1
Q324062,H1
Q324063,H1
Q324064,H1
Q324065,H1
Q324066,H1
Q324067,H1
Q324068,H1
Q324069,H1
Q325060,H1
Q325061,H1
Q325062,H1
Q325063,H1
Q325064,H1
Q325065,H1
Q325066,H1
Q325067,H1
Q325068,H1
Q325069,H1
Q326060,H1
Q326061,H1
Q326062,H1
Q326063,H1
Q326064,H1
Q326065,H1
Q326066,H1
Q326067,H1
Q326068,H1
Q326069,H1
Q327060,H1
Q327061,H1
Q327062,H1
Q327063,H1
Q327064,H1
Q327065,H1
Q327066,H1
Q327067,H1
Q327068,H1
Q327069,H1
Q328060,H1
Q328061,H1
Q328062,H1
Q328063,H1
Q328064,H1
Q328065,H1
Q328066,H1
Q328067,H1
Q328068,H1
Q328069,H1
Q329060,H1
Q329061,H1
Q329062,H1
Q329063,H1
Q329064,H1
Q329065,H1
Q329066,H1
Q329067,H1
Q329068,H1
Q329069,H1
Q3207,H0+H1
Q320070,H0
Q320071,H0
Q320072,H0
Q320073,H0
Q320074,H0
Q320075,H0
Q320076,H0
Q320077,H0
Q320078,H0
Q320079,H0
Q321070,H0
Q321071,H0
Q321072,H0
Q321073,H0
Q321074,H0
Q321075,H0
Q321076,H0
Q321077,H0
Q321078,H0
Q321079,H0
Q322070,H0+H1
Q322071,H0
Q322072,H0
Q322073,H0
Q322074,H0
Q322075,H0
Q322076,H0
Q322077,H0
Q322078,H0
Q322079,H0
Q323070,H0+H1
Q323071,H0
Q323072,H0
Q323073,H0
Q323074,H0
Q323075,H0
Q323076,H0
Q323077,H0
Q323078,H0
Q323079,H0
Q324070,H0+H1
Q324071,H0+H1
Q324072,H0
Q324073,H0
Q324074,H0
Q324075,H0
Q324076,H0
Q324077,H0
Q324078,H0
Q324079,H0
Q325070,H1
Q325071,H0+H1
Q325072,H0+H1
Q325073,H0
Q325074,H0
Q325075,H0
Q325076,H0
Q325077,H0
Q325078,H0
Q325079,H0
Q326070,H1
Q326071,H1
Q326072,H0+H1
Q326073,H0
Q326074,H0
Q326075,H0
Q326076,H0
Q326077,H0
Q326078,H0
Q326079,H0
Q327070,H1
Q327071,H1
Q327072,H0+H1
Q327073,H0
Q327074,H0
Q327075,H0
Q327076,H0
Q327077,H0
Q327078,H0
Q327079,H0
Q328070,H1
Q328071,H0+H1
Q328072,H0+H1
Q328073,H0
Q328074,H0
Q328075,H0
Q328076,H0
Q328077,H0
Q328078,H0
Q328079,H0
Q329070,H1
Q329071,H0+H1
Q329072,H0+H1
Q329073,H0
Q329074,H0
Q329075,H0
Q329076,H0
Q329077,H0
Q329078,H0
Q329079,H0
Q3306,H1
Q3307,H0+H1
Q330070,H1
Q330071,H1
Q330072,H0+H1
Q330073,H0
Q330074,H0
Q330075,H0
Q330076,H0
Q330077,H0
Q330078,H0
Q330079,H0
Q331070,H1
Q331071,H1
Q331072,H0+H1
Q331073,H0
Q331074,H0
Q331075,H0
Q331076,H0
Q331077,H0
Q331078,H0
Q331079,H0
Q332070,H1
Q332071,H1
Q332072,H0+H1
Q332073,H0+H1
Q332074,H0
Q332075,H0
Q332076,H0
Q332077,H0
Q332078,H0
Q332079,H0
Q333070,H1
Q333071,H1
Q333072,H0+H1
Q333073,H0+H1
Q333074,H0
Q333075,H0
Q333076,H0
Q333077,H0
Q333078,H0
Q333079,H0
Q334070,H1
Q334071,H1
Q334072,H1
Q334073,H0+H1
Q334074,H0
Q334075,H0
Q334076,H0+H1
Q334077,H0
Q334078,H0
Q334079,H0
Q335070,H1
Q335071,H1
Q335072,H1
Q335073,H0+H1
Q335074,H0+H1
Q335075,H0+H1
Q335076,H0+H1
Q335077,H0
Q335078,H0
Q335079,H0
Q336070,H1
Q336071,H1
Q336072,H1
Q336073,H1
Q336074,H0+H1
Q336075,H0+H1
Q336076,H0+H1
Q336077,H0+H1
Q336078,H0+H1
Q336079,H0+H1
Q337070,H1
Q337071,H1
Q337072,H1
Q337073,H1
Q337074,H1
Q337075,H0+H1
Q337076,H0+H1
Q337077,H1
Q337078,H1
Q337079,H0+H1
Q338070,H1
Q338071,H1
Q338072,H1
Q338073,H1
Q338074,H1
Q338075,H1
Q338076,H1
Q338077,H1
Q338078,H1
Q338079,H1
Q339070,H1
Q339071,H1
Q339072,H1
Q339073,H1
Q339074,H1
Q339075,H1
Q339076,H1
Q339077,H1
Q339078,H1
Q339079,H1
Q30J,H0+H1
Q3208,H0
Q3209,H0
Q3308,H0+H1
Q330080,H0
Q330081,H0
Q330082,H0
Q330083,H0
Q330084,H0
Q330085,H0
Q330086,H0
Q330087,H0
Q330088,H0
Q330089,H0
Q331080,H0
Q331081,H0
Q331082,H0
Q331083,H0
Q331084,H0
Q331085,H0
Q331086,H0
Q331087,H0
Q331088,H0
Q331089,H0
Q332080,H0
Q332081,H0
Q332082,H0
Q332083,H0
Q332084,H0
Q332085,H0
Q332086,H0
Q332087,H0
Q332088,H0
Q332089,H0
Q333080,H0
Q333081,H0
Q333082,H0
Q333083,H0
Q333084,H0
Q333085,H0
Q333086,H0
Q333087,H0
Q333088,H0
Q333089,H0
Q334080,H0
Q334081,H0
Q334082,H0
Q334083,H0
Q334084,H0
Q334085,H0
Q334086,H0
Q334087,H0
Q334088,H0
Q334089,H0
Q335080,H0
Q335081,H0
Q335082,H0
Q335083,H0
Q335084,H0
Q335085,H0
Q335086,H0
Q335087,H0
Q335088,H0
Q335089,H0
Q336080,H0
Q336081,H0
Q336082,H0
Q336083,H0
Q336084,H0
Q336085,H0
Q336086,H0
Q336087,H0
Q336088,H0
Q336089,H0
Q337080,H0+H1
Q337081,H0
Q337082,H0
Q337083,H0
Q337084,H0
Q337085,H0
Q337086,H0
Q337087,H0
Q337088,H0
Q337089,H0
Q338080,H0+H1
Q338081,H0
Q338082,H0
Q338083,H0
Q338084,H0
Q338085,H0
Q338086,H0
Q338087,H0
Q338088,H0
Q338089,H0
Q339080,H0+H1
Q339081,H0
Q339082,H0
Q339083,H0
Q339084,H0
Q339085,H0
Q339086,H0
Q339087,H0
Q339088,H0
Q339089,H0
Q3309,H0
Q30K,H1
Q30L,H1
Q30M,H0+H1
Q3404,H1
Q3405,H1
Q3504,H1
Q3505,H0+H1
Q350050,H1
Q350051,H1
Q350052,H1
Q350053,H1
Q350054,H1
Q350055,H1
Q350056,H1
Q350057,H1
Q350058,H1
Q350059,H1
Q351050,H1
Q351051,H1
Q351052,H1
Q351053,H1
Q351054,H1
Q351055,H1
Q351056,H1
Q351057,H1
Q351058,H1
Q351059,H0+H1
Q352050,H1
Q352051,H1
Q352052,H1
Q352053,H1
Q352054,H1
Q352055,H1
Q352056,H1
Q352057,H1
Q352058,H0+H1
Q352059,H0+H1
Q353050,H1
Q353051,H1
Q353052,H1
Q353053,H1
Q353054,H1
Q353055,H1
Q353056,H1
Q353057,H0+H1
Q353058,H0+H1
Q353059,H0
Q354050,H1
Q354051,H1
Q354052,H1
Q354053,H1
Q354054,H1
Q354055,H1
Q354056,H1
Q354057,H0+H1
Q354058,H0
Q354059,H0
Q355050,H1
Q355051,H1
Q355052,H1
Q355053,H1
Q355054,H1
Q355055,H1
Q355056,H1
Q355057,H0+H1
Q355058,H0
Q355059,H0
Q356050,H1
Q356051,H1
Q356052,H1
Q356053,H1
Q356054,H1
Q356055,H1
Q356056,H1
Q356057,H0+H1
Q356058,H0
Q356059,H0
Q357050,H1
Q357051,H1
Q357052,H1
Q357053,H1
Q357054,H1
Q357055,H1
Q357056,H0+H1
Q357057,H0+H1
Q357058,H0
Q357059,H0
Q358050,H1
Q358051,H1
Q358052,H1
Q358053,H1
Q358054,H1
Q358055,H1
Q358056,H0+H1
Q358057,H0
Q358058,H0
Q358059,H0
Q359050,H1
Q359051,H1
Q359052,H1
Q359053,H1
Q359054,H1
Q359055,H1
Q359056,H0+H1
Q359057,H0+H1
Q359058,H0
Q359059,H0
Q30N,H0+H1
Q3406,H0+H1
Q340060,H1
Q340061,H1
Q340062,H1
Q340063,H1
Q340064,H1
Q340065,H1
Q340066,H1
Q340067,H1
Q340068,H1
Q340069,H1
Q341060,H1
Q341061,H1
Q341062,H1
Q341063,H1
Q341064,H1
Q341065,H1
Q341066,H1
Q341067,H1
Q341068,H1
Q341069,H1
Q342060,H1
Q342061,H1
Q342062,H1
Q342063,H1
Q342064,H1
Q342065,H1
Q342066,H1
Q342067,H1
Q342068,H1
Q342069,H1
Q343060,H1
Q343061,H1
Q343062,H1
Q343063,H1
Q343064,H1
Q343065,H1
Q343066,H1
Q343067,H1
Q343068,H1
Q343069,H1
Q344060,H1
Q344061,H1
Q344062,H1
Q344063,H1
Q344064,H1
Q344065,H1
Q344066,H1
Q344067,H1
Q344068,H1
Q344069,H1
Q345060,H1
Q345061,H1
Q345062,H1
Q345063,H1
Q345064,H1
Q345065,H1
Q345066,H1
Q345067,H1
Q345068,H1
Q345069,H1
Q346060,H1
Q346061,H1
Q346062,H1
Q346063,H1
Q346064,H1
Q346065,H1
Q346066,H1
Q346067,H1
Q346068,H1
Q346069,H1
Q347060,H1
Q347061,H1
Q347062,H1
Q347063,H1
Q347064,H1
Q347065,H1
Q347066,H1
Q347067,H1
Q347068,H1
Q347069,H1
Q348060,H1
Q348061,H1
Q348062,H0+H1
Q348063,H0+H1
Q348064,H0+H1
Q348065,H0+H1
Q348066,H1
Q348067,H1
Q348068,H1
Q348069,H1
Q349060,H1
Q349061,H0+H1
Q349062,H0+H1
Q349063,H0
Q349064,H0
Q349065,H0+H1
Q349066,H1
Q349067,H1
Q349068,H1
Q349069,H0+H1
Q3407,H0+H1
Q340070,H1
Q340071,H1
Q340072,H1
Q340073,H1
Q340074,H1
Q340075,H1
Q340076,H1
Q340077,H1
Q340078,H1
Q340079,H1
Q341070,H1
Q341071,H1
Q341072,H1
Q341073,H1
Q341074,H1
Q341075,H1
Q341076,H1
Q341077,H1
Q341078,H1
Q341079,H1
Q342070,H1
Q342071,H1
Q342072,H1
Q342073,H1
Q342074,H1
Q342075,H1
Q342076,H1
Q342077,H1
Q342078,H1
Q342079,H1
Q343070,H1
Q343071,H1
Q343072,H1
Q343073,H1
Q343074,H1
Q343075,H1
Q343076,H1
Q343077,H1
Q343078,H1
Q343079,H1
Q344070,H1
Q344071,H1
Q344072,H1
Q344073,H1
Q344074,H1
Q344075,H1
Q344076,H1
Q344077,H1
Q344078,H1
Q344079,H1
Q345070,H1
Q345071,H1
Q345072,H1
Q345073,H1
Q345074,H1
Q345075,H1
Q345076,H1
Q345077,H1
Q345078,H1
Q345079,H1
Q346070,H1
Q346071,H1
Q346072,H1
Q346073,H1
Q346074,H1
Q346075,H1
Q346076,H1
Q346077,H1
Q346078,H1
Q346079,H1
Q347070,H1
Q347071,H1
Q347072,H1
Q347073,H1
Q347074,H1
Q347075,H1
Q347076,H1
Q347077,H1
Q347078,H1
Q347079,H1
Q348070,H1
Q348071,H0+H1
Q348072,H1
Q348073,H1
Q348074,H1
Q348075,H1
Q348076,H1
Q348077,H1
Q348078,H1
Q348079,H1
Q349070,H0+H1
Q349071,H0+H1
Q349072,H0+H1
Q349073,H0+H1
Q349074,H0+H1
Q349075,H0+H1
Q349076,H1
Q349077,H1
Q349078,H1
Q349079,H1
Q3506,H0+H1
Q350060,H0+H1
Q350061,H0+H1
Q350062,H0
Q350063,H0
Q350064,H0
Q350065,H0+H1
Q350066,H1
Q350067,H0+H1
Q350068,H0+H1
Q350069,H0+H1
Q351060,H0+H1
Q351061,H0
Q351062,H0
Q351063,H0
Q351064,H0
Q351065,H0+H1
Q351066,H0+H1
Q351067,H0+H1
Q351068,H0+H1
Q351069,H0+H1
Q352060,H0
Q352061,H0
Q352062,H0
Q352063,H0
Q352064,H0
Q352065,H0
Q352066,H0
Q352067,H0+H1
Q352068,H0
Q352069,H0
Q353060,H0
Q353061,H0
Q353062,H0
Q353063,H0
Q353064,H0
Q353065,H0
Q353066,H0
Q353067,H0
Q353068,H0
Q353069,H0
Q354060,H0
Q354061,H0
Q354062,H0
Q354063,H0
Q354064,H0
Q354065,H0
Q354066,H0
Q354067,H0
Q354068,H0
Q354069,H0
Q355060,H0
Q355061,H0
Q355062,H0
Q355063,H0
Q355064,H0
Q355065,H0
Q355066,H0
Q355067,H0
Q355068,H0
Q355069,H0
Q356060,H0
Q356061,H0
Q356062,H0
Q356063,H0
Q356064,H0
Q356065,H0
Q356066,H0
Q356067,H0
Q356068,H0
Q356069,H0
Q357060,H0
Q357061,H0
Q357062,H0
Q357063,H0
Q357064,H0
Q357065,H0
Q357066,H0
Q357067,H0
Q357068,H0
Q357069,H0
Q358060,H0
Q358061,H0
Q358062,H0
Q358063,H0
Q358064,H0
Q358065,H0
Q358066,H0
Q358067,H0
Q358068,H0
Q358069,H0
Q359060,H0
Q359061,H0
Q359062,H0
Q359063,H0
Q359064,H0
Q359065,H0
Q359066,H0
Q359067,H0
Q359068,H0
Q359069,H0
Q3507,H0+H1
Q350070,H0+H1
Q350071,H0
Q350072,H0+H1
Q350073,H0+H1
Q350074,H0
Q350075,H0+H1
Q350076,H0+H1
Q350077,H1
Q350078,H1
Q350079,H1
Q351070,H0
Q351071,H0
Q351072,H0
Q351073,H0
Q351074,H0
Q351075,H0
Q351076,H0+H1
Q351077,H0+H1
Q351078,H1
Q351079,H1
Q352070,H0
Q352071,H0
Q352072,H0
Q352073,H0
Q352074,H0
Q352075,H0
Q352076,H0
Q352077,H0+H1
Q352078,H0+H1
Q352079,H1
Q353070,H0
Q353071,H0
Q353072,H0
Q353073,H0
Q353074,H0
Q353075,H0
Q353076,H0
Q353077,H0
Q353078,H0+H1
Q353079,H0+H1
Q354070,H0
Q354071,H0
Q354072,H0
Q354073,H0
Q354074,H0
Q354075,H0
Q354076,H0
Q354077,H0
Q354078,H0
Q354079,H0+H1
Q355070,H0
Q355071,H0
Q355072,H0
Q355073,H0
Q355074,H0
Q355075,H0
Q355076,H0
Q355077,H0
Q355078,H0
Q355079,H0
Q356070,H0
Q356071,H0
Q356072,H0
Q356073,H0
Q356074,H0
Q356075,H0
Q356076,H0
Q356077,H0
Q356078,H0
Q356079,H0
Q357070,H0
Q357071,H0
Q357072,H0
Q357073,H0
Q357074,H0
Q357075,H0
Q357076,H0
Q357077,H0
Q357078,H0
Q357079,H0
Q358070,H0
Q358071,H0
Q358072,H0
Q358073,H0
Q358074,H0
Q358075,H0
Q358076,H0
Q358077,H0
Q358078,H0
Q358079,H0
Q359070,H0
Q359071,H0
Q359072,H0
Q359073,H0
Q359074,H0
Q359075,H0
Q359076,H0
Q359077,H0
Q359078,H0
Q359079,H0
Q30P,H0+H1
Q3408,H0+H1
Q340080,H0+H1
Q340081,H0+H1
Q340082,H0
Q340083,H0
Q340084,H0
Q340085,H0
Q340086,H0
Q340087,H0
Q340088,H0
Q340089,H0
Q341080,H1
Q341081,H0+H1
Q341082,H0
Q341083,H0
Q341084,H0
Q341085,H0
Q341086,H0
Q341087,H0
Q341088,H0
Q341089,H0
Q342080,H1
Q342081,H0+H1
Q342082,H0+H1
Q342083,H0+H1
Q342084,H0
Q342085,H0
Q342086,H0
Q342087,H0
Q342088,H0
Q342089,H0
Q343080,H1
Q343081,H1
Q343082,H1
Q343083,H0+H1
Q343084,H0+H1
Q343085,H0
Q343086,H0
Q343087,H0
Q343088,H0
Q343089,H0
Q344080,H1
Q344081,H1
Q344082,H1
Q344083,H1
Q344084,H0+H1
Q344085,H0
Q344086,H0
Q344087,H0
Q344088,H0
Q344089,H0
Q345080,H1
Q345081,H1
Q345082,H1
Q345083,H1
Q345084,H0+H1
Q345085,H0
Q345086,H0
Q345087,H0
Q345088,H0
Q345089,H0
Q346080,H1
Q346081,H1
Q346082,H1
Q346083,H1
Q346084,H0+H1
Q346085,H0
Q346086,H0
Q346087,H0
Q346088,H0
Q346089,H0
Q347080,H1
Q347081,H1
Q347082,H1
Q347083,H1
Q347084,H0+H1
Q347085,H0
Q347086,H0
Q347087,H0
Q347088,H0
Q347089,H0
Q348080,H1
Q348081,H1
Q348082,H1
Q348083,H1
Q348084,H0+H1
Q348085,H0+H1
Q348086,H0
Q348087,H0
Q348088,H0
Q348089,H0
Q349080,H1
Q349081,H1
Q349082,H1
Q349083,H1
Q349084,H0+H1
Q349085,H0+H1
Q349086,H0+H1
Q349087,H0
Q349088,H0
Q349089,H0
Q3409,H0
Q3508,H0+H1
Q350080,H1
Q350081,H1
Q350082,H1
Q350083,H1
Q350084,H0+H1
Q350085,H0+H1
Q350086,H0+H1
Q350087,H0
Q350088,H0
Q350089,H0
Q351080,H1
Q351081,H1
Q351082,H1
Q351083,H1
Q351084,H1
Q351085,H1
Q351086,H0+H1
Q351087,H0+H1
Q351088,H0
Q351089,H0
Q352080,H1
Q352081,H1
Q352082,H1
Q352083,H1
Q352084,H1
Q352085,H1
Q352086,H1
Q352087,H0+H1
Q352088,H0+H1
Q352089,H0+H1
Q353080,H1
Q353081,H1
Q353082,H1
Q353083,H1
Q353084,H1
Q353085,H1
Q353086,H1
Q353087,H1
Q353088,H1
Q353089,H0+H1
Q354080,H0+H1
Q354081,H0+H1
Q354082,H0+H1
Q354083,H1
Q354084,H1
Q354085,H1
Q354086,H1
Q354087,H1
Q354088,H1
Q354089,H0+H1
Q355080,H0
Q355081,H0+H1
Q355082,H0+H1
Q355083,H0+H1
Q355084,H0+H1
Q355085,H1
Q355086,H1
Q355087,H0+H1
Q355088,H0+H1
Q355089,H0+H1
Q356080,H0
Q356081,H0
Q356082,H0
Q356083,H0+H1
Q356084,H0+H1
Q356085,H0+H1
Q356086,H0+H1
Q356087,H0+H1
Q356088,H0
Q356089,H0
Q357080,H0
Q357081,H0
Q357082,H0
Q357083,H0
Q357084,H0+H1
Q357085,H0+H1
Q357086,H0+H1
Q357087,H0
Q357088,H0
Q357089,H0
Q358080,H0
Q358081,H0
Q358082,H0
Q358083,H0
Q358084,H0
Q358085,H0
Q358086,H0
Q358087,H0
Q358088,H0
Q358089,H0
Q359080,H0
Q359081,H0
Q359082,H0
Q359083,H0
Q359084,H0
Q359085,H0
Q359086,H0
Q359087,H0
Q359088,H0
Q359089,H0
Q3509,H0+H1
Q350090,H0
Q350091,H0
Q350092,H0
Q350093,H0
Q350094,H0
Q350095,H0
Q350096,H0
Q350097,H0
Q350098,H0
Q350099,H0
Q351090,H0
Q351091,H0
Q351092,H0
Q351093,H0
Q351094,H0
Q351095,H0
Q351096,H0
Q351097,H0
Q351098,H0
Q351099,H0
Q352090,H0+H1
Q352091,H0
Q352092,H0
Q352093,H0
Q352094,H0
Q352095,H0
Q352096,H0
Q352097,H0
Q352098,H0
Q352099,H0
Q353090,H0+H1
Q353091,H0
Q353092,H0
Q353093,H0
Q353094,H0
Q353095,H0
Q353096,H0
Q353097,H0
Q353098,H0
Q353099,H0
Q354090,H0+H1
Q354091,H0
Q354092,H0
Q354093,H0
Q354094,H0
Q354095,H0
Q354096,H0
Q354097,H0
Q354098,H0
Q354099,H0
Q355090,H0+H1
Q355091,H0
Q355092,H0
Q355093,H0
Q355094,H0
Q355095,H0
Q355096,H0
Q355097,H0
Q355098,H0
Q355099,H0
Q356090,H0
Q356091,H0
Q356092,H0
Q356093,H0
Q356094,H0
Q356095,H0
Q356096,H0
Q356097,H0
Q356098,H0
Q356099,H0
Q357090,H0
Q357091,H0
Q357092,H0
Q357093,H0
Q357094,H0
Q357095,H0
Q357096,H0
Q357097,H0
Q357098,H0
Q357099,H0
Q358090,H0
Q358091,H0
Q358092,H0
Q358093,H0
