G,H0+H25+H26+H27+H28+H29+H30+H33+H34+H35
G098411,H0
G098412,H0
G098413,H0
G098414,H0
G098415,H0
G098416,H0
G098417,H0
G098418,H0
G098419,H0
G099410,H0
G099411,H0
G099412,H0
G099413,H0
G099414,H0
G099415,H0
G099416,H0
G099417,H0
G099418,H0
G099419,H0
G04W,H0
G04X,H0
G04Y,H0
G04Z,H0
G05,H0
G06,H0
G07,H0
G08,H0
G09,H0
G10,H27
G11,H27
G12,H27
G13,H0+H27
G13SW,H27
G13NW,H0+H27
G13SE,H0+H27
G13NE,H0+H27
G13A,H27
G13B,H27
G13C,H27
G13D,H27
G13E,H0+H27
G1038,H27
G1039,H0+H27
G100390,H27
G100391,H27
G100392,H27
G100393,H0+H27
G100394,H0
G100395,H0
G100396,H0
G100397,H0
G100398,H0
G100399,H0
G101390,H27
G101391,H27
G101392,H27
G101393,H0+H27
G101394,H0
G101395,H0
G101396,H0
G101397,H0
G101398,H0
G101399,H0
G102390,H27
G102391,H27
G102392,H27
G102393,H0+H27
G102394,H0+H27
G102395,H0
G102396,H0
G102397,H0
G102398,H0
G102399,H0
G103390,H27
G103391,H27
G103392,H27
G103393,H27
G103394,H0+H27
G103395,H0+H27
G103396,H0+H27
G103397,H0
G103398,H0
G103399,H0
G104390,H27
G104391,H27
G104392,H27
G104393,H27
G104394,H0+H27
G104395,H0+H27
G104396,H0+H27
G104397,H0+H27
G104398,H0
G104399,H0
G105390,H27
G105391,H27
G105392,H27
G105393,H27
G105394,H27
G105395,H27
G105396,H27
G105397,H0+H27
G105398,H0+H27
G105399,H0
G106390,H27
G106391,H27
G106392,H27
G106393,H27
G106394,H27
G106395,H27
G106396,H27
G106397,H27
G106398,H0+H27
G106399,H0+H27
G107390,H27
G107391,H27
G107392,H27
G107393,H27
G107394,H27
G107395,H27
G107396,H27
G107397,H27
G107398,H27
G107399,H27
G108390,H27
G108391,H27
G108392,H27
G108393,H27
G108394,H27
G108395,H27
G108396,H27
G108397,H27
G108398,H27
G108399,H27
G109390,H27
G109391,H27
G109392,H27
G109393,H27
G109394,H27
G109395,H27
G109396,H27
G109397,H27
G109398,H27
G109399,H27
G1138,H27
G1139,H27
G13F,H27
G13G,H27
G13H,H27
G13I,H27
G13J,H27
G13K,H27
G13L,H27
G13M,H27
G13N,H27
G13P,H27
G13Q,H0+H27
G1630,H27
G1631,H27
G1730,H27
G1731,H0+H27
G170310,H27
G170311,H27
G170312,H27
G170313,H27
G170314,H27
G170315,H27
G170316,H27
G170317,H27
G170318,H27
G170319,H27
G171310,H27
G171311,H27
G171312,H27
G171313,H27
G171314,H27
G171315,H27
G171316,H27
G171317,H27
G171318,H27
G171319,H27
G172310,H27
G172311,H27
G172312,H27
G172313,H27
G172314,H27
G172315,H27
G172316,H27
G172317,H27
G172318,H27
G172319,H27
G173310,H27
G173311,H27
G173312,H27
G173313,H27
G173314,H0+H27
G173315,H27
G173316,H27
G173317,H27
G173318,H27
G173319,H27
G174310,H27
G174311,H27
G174312,H27
G174313,H27
G174314,H0+H27
G174315,H0+H27
G174316,H0+H27
G174317,H0+H27
G174318,H0+H27
G174319,H27
G175310,H27
G175311,H27
G175312,H27
G175313,H27
G175314,H27
G175315,H0+H27
G175316,H0+H27
G175317,H0+H27
G175318,H0+H27
G175319,H27
G176310,H27
G176311,H27
G176312,H27
G176313,H27
G176314,H27
G176315,H27
G176316,H0+H27
G176317,H0+H27
G176318,H0+H27
G176319,H27
G177310,H27
G177311,H27
G177312,H27
G177313,H27
G177314,H27
G177315,H27
G177316,H27
G177317,H0+H27
G177318,H0+H27
G177319,H27
G178310,H27
G178311,H27
G178312,H27
G178313,H27
G178314,H27
G178315,H27
G178316,H0+H27
G178317,H0+H27
G178318,H0+H27
G178319,H0+H27
G179310,H27
G179311,H27
G179312,H27
G179313,H27
G179314,H27
G179315,H27
G179316,H0+H27
G179317,H0+H27
G179318,H0+H27
G179319,H0+H27
G13R,H0+H27
G1632,H27
G1633,H27
G1732,H0+H27
G170320,H27
G170321,H27
G170322,H27
G170323,H27
G170324,H27
G170325,H27
G170326,H27
G170327,H27
G170328,H27
G170329,H27
G171320,H27
G171321,H27
G171322,H27
G171323,H27
G171324,H27
G171325,H27
G171326,H27
G171327,H27
G171328,H27
G171329,H27
G172320,H27
G172321,H27
G172322,H27
G172323,H27
G172324,H27
G172325,H27
G172326,H27
G172327,H27
G172328,H27
G172329,H27
G173320,H27
G173321,H27
G173322,H27
G173323,H27
G173324,H27
G173325,H27
G173326,H27
G173327,H27
G173328,H27
G173329,H27
G174320,H27
G174321,H27
G174322,H27
G174323,H27
G174324,H27
G174325,H27
G174326,H27
G174327,H27
G174328,H27
G174329,H27
G175320,H27
G175321,H27
G175322,H27
G175323,H27
G175324,H27
G175325,H27
G175326,H27
G175327,H27
G175328,H27
G175329,H27
G176320,H27
G176321,H27
G176322,H27
G176323,H27
G176324,H27
G176325,H27
G176326,H27
G176327,H27
G176328,H27
G176329,H27
G177320,H27
G177321,H27
G177322,H27
G177323,H27
G177324,H27
G177325,H27
G177326,H27
G177327,H27
G177328,H27
G177329,H27
G178320,H0+H27
G178321,H27
G178322,H27
G178323,H27
G178324,H27
G178325,H27
G178326,H27
G178327,H27
G178328,H27
G178329,H27
G179320,H0+H27
G179321,H0+H27
G179322,H27
G179323,H27
G179324,H27
G179325,H27
G179326,H27
G179327,H27
G179328,H27
G179329,H27
G1733,H27
G13S,H27
G13T,H27
G13U,H27
G13V,H0+H27
G1830,H27
G1831,H0+H27
G180310,H27
G180311,H27
G180312,H27
G180313,H27
G180314,H27
G180315,H27
G180316,H0+H27
G180317,H0
G180318,H0
G180319,H0
G181310,H27
G181311,H27
G181312,H27
G181313,H27
G181314,H27
G181315,H27
G181316,H0+H27
G181317,H0+H27
G181318,H0+H27
G181319,H0+H27
G182310,H27
G182311,H27
G182312,H27
G182313,H27
G182314,H27
G182315,H27
G182316,H27
G182317,H0+H27
G182318,H27
G182319,H27
G183310,H27
G183311,H27
G183312,H27
G183313,H27
G183314,H27
G183315,H27
G183316,H27
G183317,H27
G183318,H27
G183319,H0+H27
G184310,H27
G184311,H27
G184312,H27
G184313,H27
G184314,H27
G184315,H27
G184316,H27
G184317,H27
G184318,H27
G184319,H0+H27
G185310,H27
G185311,H27
G185312,H27
G185313,H27
G185314,H27
G185315,H27
G185316,H27
G185317,H27
G185318,H27
G185319,H27
G186310,H27
G186311,H27
G186312,H27
G186313,H27
G186314,H27
G186315,H27
G186316,H27
G186317,H27
G186318,H27
G186319,H27
G187310,H27
G187311,H27
G187312,H27
G187313,H27
G187314,H27
G187315,H27
G187316,H27
G187317,H27
G187318,H27
G187319,H27
G188310,H27
G188311,H27
G188312,H27
G188313,H27
G188314,H27
G188315,H27
G188316,H27
G188317,H27
G188318,H27
G188319,H27
G189310,H27
G189311,H27
G189312,H27
G189313,H27
G189314,H27
G189315,H27
G189316,H27
G189317,H27
G189318,H27
G189319,H27
G1930,H27
G1931,H27
G13W,H0+H27
G1832,H0+H27
G180320,H0
G180321,H0+H27
G180322,H0+H27
G180323,H0+H27
G180324,H27
G180325,H27
G180326,H27
G180327,H27
G180328,H27
G180329,H27
G181320,H0+H27
G181321,H0
G181322,H0
G181323,H0+H27
G181324,H27
G181325,H27
G181326,H27
G181327,H27
G181328,H27
G181329,H27
G182320,H0+H27
G182321,H0+H27
G182322,H0
G182323,H0+H27
G182324,H27
G182325,H27
G182326,H27
G182327,H27
G182328,H27
G182329,H27
G183320,H27
G183321,H0+H27
G183322,H0+H27
G183323,H0+H27
G183324,H27
G183325,H27
G183326,H27
G183327,H27
G183328,H27
G183329,H27
G184320,H0+H27
G184321,H0+H27
G184322,H0
G184323,H0+H27
G184324,H27
G184325,H27
G184326,H27
G184327,H27
G184328,H27
G184329,H27
G185320,H27
G185321,H0+H27
G185322,H0+H27
G185323,H0+H27
G185324,H0+H27
G185325,H27
G185326,H27
G185327,H27
G185328,H27
G185329,H27
G186320,H27
G186321,H27
G186322,H0+H27
G186323,H0
G186324,H0+H27
G186325,H27
G186326,H27
G186327,H27
G186328,H27
G186329,H27
G187320,H27
G187321,H27
G187322,H0+H27
G187323,H0+H27
G187324,H0+H27
G187325,H0+H27
G187326,H0+H27
G187327,H27
G187328,H27
G187329,H27
G188320,H27
G188321,H27
G188322,H27
G188323,H0+H27
G188324,H0+H27
G188325,H0
G188326,H0+H27
G188327,H0+H27
G188328,H27
G188329,H27
G189320,H27
G189321,H27
G189322,H27
G189323,H27
G189324,H0+H27
G189325,H0
G189326,H0
G189327,H0+H27
G189328,H0+H27
G189329,H27
G1833,H27
G1932,H0+H27
G190320,H27
G190321,H27
G190322,H27
G190323,H27
G190324,H0+H27
G190325,H0+H27
G190326,H0+H27
G190327,H0
G190328,H0+H27
G190329,H27
G191320,H27
G191321,H27
G191322,H27
G191323,H27
G191324,H27
G191325,H27
G191326,H0+H27
G191327,H0+H27
G191328,H0+H27
G191329,H27
G192320,H27
G192321,H27
G192322,H27
G192323,H27
G192324,H27
G192325,H0+H27
G192326,H0+H27
G192327,H0+H27
G192328,H27
G192329,H27
G193320,H27
G193321,H27
G193322,H27
G193323,H0+H27
G193324,H27
G193325,H0+H27
G193326,H0+H27
G193327,H0+H27
G193328,H27
G193329,H27
G194320,H27
G194321,H0+H27
G194322,H0+H27
G194323,H0+H27
G194324,H0+H27
G194325,H0+H27
G194326,H0+H27
G194327,H0+H27
G194328,H0+H27
G194329,H0+H27
G195320,H27
G195321,H0+H27
G195322,H0+H27
G195323,H0+H27
G195324,H0
G195325,H0+H27
G195326,H0+H27
G195327,H0+H27
G195328,H0+H27
G195329,H0+H27
G196320,H27
G196321,H27
G196322,H0+H27
G196323,H0+H27
G196324,H0+H27
G196325,H0
G196326,H0
G196327,H0+H27
G196328,H0+H27
G196329,H0
G197320,H27
G197321,H27
G197322,H27
G197323,H0+H27
G197324,H0+H27
G197325,H0
G197326,H0
G197327,H0+H27
G197328,H0+H27
G197329,H0
G198320,H27
G198321,H27
G198322,H27
G198323,H27
G198324,H0+H27
G198325,H0
G198326,H0
G198327,H0
G198328,H0
G198329,H0
G199320,H27
G199321,H27
G199322,H27
G199323,H27
G199324,H0+H27
G199325,H0+H27
G199326,H0
G199327,H0
G199328,H0
G199329,H0
G1933,H0+H27
G190330,H27
G190331,H27
G190332,H27
G190333,H27
G190334,H27
G190335,H27
G190336,H27
G190337,H27
G190338,H27
G190339,H27
G191330,H27
G191331,H27
G191332,H27
G191333,H27
G191334,H27
G191335,H27
G191336,H27
G191337,H27
G191338,H27
G191339,H27
G192330,H27
G192331,H27
G192332,H27
G192333,H27
G192334,H27
G192335,H27
G192336,H27
G192337,H27
G192338,H27
G192339,H27
G193330,H27
G193331,H27
G193332,H27
G193333,H27
G193334,H27
G193335,H27
G193336,H27
G193337,H27
G193338,H27
G193339,H27
G194330,H27
G194331,H27
G194332,H27
G194333,H27
G194334,H27
G194335,H27
G194336,H27
G194337,H27
G194338,H27
G194339,H27
G195330,H0+H27
G195331,H27
G195332,H27
G195333,H27
G195334,H27
G195335,H27
G195336,H27
G195337,H27
G195338,H27
G195339,H27
G196330,H0+H27
G196331,H27
G196332,H27
G196333,H27
G196334,H27
G196335,H27
G196336,H27
G196337,H27
G196338,H27
G196339,H27
G197330,H0+H27
G197331,H0+H27
G197332,H27
G197333,H27
G197334,H27
G197335,H27
G197336,H27
G197337,H27
G197338,H27
G197339,H27
G198330,H0
G198331,H0+H27
G198332,H27
G198333,H27
G198334,H27
G198335,H27
G198336,H27
G198337,H27
G198338,H27
G198339,H27
G199330,H0
G199331,H0+H27
G199332,H0+H27
G199333,H27
G199334,H27
G199335,H27
G199336,H27
G199337,H27
G199338,H27
G199339,H27
G13X,H27
G13Y,H0+H27
G1836,H27
G1837,H0+H27
G180370,H27
G180371,H27
G180372,H27
G180373,H27
G180374,H27
G180375,H27
G180376,H27
G180377,H27
G180378,H27
G180379,H27
G181370,H27
G181371,H27
G181372,H27
G181373,H27
G181374,H27
G181375,H27
G181376,H27
G181377,H27
G181378,H27
G181379,H27
G182370,H27
G182371,H27
G182372,H27
G182373,H27
G182374,H27
G182375,H27
G182376,H27
G182377,H27
G182378,H27
G182379,H27
G183370,H27
G183371,H27
G183372,H27
G183373,H27
G183374,H27
G183375,H27
G183376,H27
G183377,H27
G183378,H27
G183379,H27
G184370,H27
G184371,H27
G184372,H27
G184373,H27
G184374,H27
G184375,H27
G184376,H27
G184377,H27
G184378,H27
G184379,H0+H27
G185370,H27
G185371,H27
G185372,H27
G185373,H27
G185374,H27
G185375,H27
G185376,H0+H27
G185377,H0+H27
G185378,H0+H27
G185379,H0+H27
G186370,H27
G186371,H27
G186372,H27
G186373,H27
G186374,H27
G186375,H27
G186376,H0+H27
G186377,H0+H27
G186378,H0
G186379,H0
G187370,H27
G187371,H27
G187372,H27
G187373,H27
G187374,H27
G187375,H27
G187376,H0+H27
G187377,H0
G187378,H0
G187379,H0
G188370,H27
G188371,H27
G188372,H27
G188373,H27
G188374,H27
G188375,H27
G188376,H0+H27
G188377,H0
G188378,H0
G188379,H0
G189370,H27
G189371,H27
G189372,H27
G189373,H27
G189374,H27
G189375,H0+H27
G189376,H0+H27
G189377,H0
G189378,H0
G189379,H0
G1936,H27
G1937,H0+H27
G190370,H27
G190371,H27
G190372,H27
G190373,H27
G190374,H27
G190375,H0+H27
G190376,H0
G190377,H0
G190378,H0
G190379,H0
G191370,H27
G191371,H27
G191372,H27
G191373,H27
G191374,H27
G191375,H0+H27
G191376,H0
G191377,H0
G191378,H0
G191379,H0
G192370,H27
G192371,H27
G192372,H27
G192373,H27
G192374,H0+H27
G192375,H0+H27
G192376,H0
G192377,H0
G192378,H0
G192379,H0
G193370,H27
G193371,H27
G193372,H27
G193373,H27
G193374,H0+H27
G193375,H0
G193376,H0
G193377,H0
G193378,H0
G193379,H0
G194370,H27
G194371,H27
G194372,H27
G194373,H27
G194374,H0+H27
G194375,H0
G194376,H0
G194377,H0
G194378,H0
G194379,H0
G195370,H27
G195371,H27
G195372,H27
G195373,H0+H27
G195374,H0+H27
G195375,H0
G195376,H0
G195377,H0
G195378,H0
G195379,H0
G196370,H27
G196371,H27
G196372,H27
G196373,H0+H27
G196374,H0
G196375,H0
G196376,H0
G196377,H0
G196378,H0
G196379,H0
G197370,H27
G197371,H27
G197372,H27
G197373,H0+H27
G197374,H0+H27
G197375,H0
G197376,H0
G197377,H0
G197378,H0
G197379,H0
G198370,H27
G198371,H27
G198372,H27
G198373,H27
G198374,H0+H27
G198375,H0+H27
G198376,H0
G198377,H0
G198378,H0
G198379,H0
G199370,H27
G199371,H27
G199372,H27
G199373,H0+H27
G199374,H0+H27
G199375,H0+H27
G199376,H0
G199377,H0
G199378,H0
G199379,H0
G13Z,H0+H27
G1838,H0+H27
G180380,H27
G180381,H27
G180382,H27
G180383,H27
G180384,H27
G180385,H27
G180386,H27
G180387,H27
G180388,H27
G180389,H27
G181380,H27
G181381,H27
G181382,H27
G181383,H27
G181384,H27
G181385,H27
G181386,H27
G181387,H27
G181388,H27
G181389,H27
G182380,H27
G182381,H27
G182382,H27
G182383,H27
G182384,H27
G182385,H27
G182386,H27
G182387,H27
G182388,H27
G182389,H27
G183380,H27
G183381,H27
G183382,H27
G183383,H27
G183384,H27
G183385,H27
G183386,H27
G183387,H27
G183388,H27
G183389,H27
G184380,H0+H27
G184381,H0+H27
G184382,H0+H27
G184383,H0+H27
G184384,H27
G184385,H27
G184386,H27
G184387,H27
G184388,H27
G184389,H27
G185380,H0
G185381,H0
G185382,H0
G185383,H0+H27
G185384,H0+H27
G185385,H0+H27
G185386,H0+H27
G185387,H27
G185388,H27
G185389,H27
G186380,H0
G186381,H0
G186382,H0
G186383,H0
G186384,H0
G186385,H0+H27
G186386,H0+H27
G186387,H0+H27
G186388,H0+H27
G186389,H0+H27
G187380,H0
G187381,H0
G187382,H0
G187383,H0
G187384,H0
G187385,H0
G187386,H0
G187387,H0
G187388,H0
G187389,H0+H27
G188380,H0
G188381,H0
G188382,H0
G188383,H0
G188384,H0
G188385,H0
G188386,H0
G188387,H0
G188388,H0
G188389,H0
G189380,H0
G189381,H0
G189382,H0
G189383,H0
G189384,H0
G189385,H0
G189386,H0
G189387,H0
G189388,H0
G189389,H0
G1839,H0+H27
G180390,H27
G180391,H27
G180392,H27
G180393,H27
G180394,H27
G180395,H27
G180396,H27
G180397,H27
G180398,H27
G180399,H27
G181390,H27
G181391,H27
G181392,H27
G181393,H27
G181394,H27
G181395,H27
G181396,H27
G181397,H27
G181398,H27
G181399,H27
G182390,H27
G182391,H27
G182392,H27
G182393,H27
G182394,H27
G182395,H27
G182396,H27
G182397,H27
G182398,H27
G182399,H27
G183390,H27
G183391,H27
G183392,H27
G183393,H27
G183394,H27
G183395,H27
G183396,H27
G183397,H27
G183398,H27
G183399,H27
G184390,H27
G184391,H27
G184392,H27
G184393,H27
G184394,H27
G184395,H27
G184396,H27
G184397,H27
G184398,H27
G184399,H0+H27
G185390,H27
G185391,H27
G185392,H27
G185393,H27
G185394,H27
G185395,H27
G185396,H27
G185397,H27
G185398,H0+H27
G185399,H0+H27
G186390,H27
G186391,H27
G186392,H27
G186393,H27
G186394,H0+H27
G186395,H0+H27
G186396,H0+H27
G186397,H0+H27
G186398,H0+H27
G186399,H0
G187390,H0+H27
G187391,H0+H27
G187392,H0+H27
G187393,H0+H27
G187394,H0+H27
G187395,H0
G187396,H0
G187397,H0
G187398,H0
G187399,H0
G188390,H0
G188391,H0
G188392,H0
G188393,H0
G188394,H0
G188395,H0
G188396,H0
G188397,H0
G188398,H0
G188399,H0
G189390,H0
G189391,H0
G189392,H0
G189393,H0
G189394,H0
G189395,H0
G189396,H0
G189397,H0
G189398,H0
G189399,H0
G1938,H0
G1939,H0
G14,H0+H27
G14SW,H0+H27
G14NW,H0
G14SE,H0+H27
G14NE,H0
G14A,H0+H27
G1040,H0+H27
G100400,H0
G100401,H0
G100402,H0
G100403,H0
G100404,H0
G100405,H0
G100406,H0
G100407,H0
G100408,H0
G100409,H0
G101400,H0
G101401,H0
G101402,H0
G101403,H0
G101404,H0
G101405,H0
G101406,H0
G101407,H0
G101408,H0
G101409,H0
G102400,H0
G102401,H0
G102402,H0
G102403,H0
G102404,H0
G102405,H0
G102406,H0
G102407,H0
G102408,H0
G102409,H0
G103400,H0
G103401,H0
G103402,H0
G103403,H0
G103404,H0
G103405,H0
G103406,H0
G103407,H0
G103408,H0
G103409,H0
G104400,H0
G104401,H0
G104402,H0
G104403,H0
G104404,H0
G104405,H0
G104406,H0
G104407,H0
G104408,H0
G104409,H0
G105400,H0
G105401,H0
G105402,H0
G105403,H0
G105404,H0
G105405,H0
G105406,H0
G105407,H0
G105408,H0
G105409,H0
G106400,H0+H27
G106401,H0
G106402,H0+H27
G106403,H0+H27
G106404,H0+H27
G106405,H0
G106406,H0
G106407,H0
G106408,H0
G106409,H0
G107400,H0+H27
G107401,H0+H27
G107402,H0+H27
G107403,H27
G107404,H0+H27
G107405,H0+H27
G107406,H0+H27
G107407,H0
G107408,H0
G107409,H0
G108400,H27
G108401,H27
G108402,H27
G108403,H27
G108404,H27
G108405,H0+H27
G108406,H0+H27
G108407,H0
G108408,H0
G108409,H0
G109400,H27
G109401,H27
G109402,H27
G109403,H27
G109404,H27
G109405,H27
G109406,H0+H27
G109407,H0+H27
G109408,H0+H27
G109409,H0
G1041,H0
G1140,H0+H27
G110400,H27
G110401,H27
G110402,H27
G110403,H27
G110404,H27
G110405,H27
G110406,H27
G110407,H0+H27
G110408,H0+H27
G110409,H0+H27
G111400,H27
G111401,H27
G111402,H27
G111403,H27
G111404,H27
G111405,H27
G111406,H27
G111407,H27
G111408,H0+H27
G111409,H0+H27
G112400,H27
G112401,H27
G112402,H27
G112403,H27
G112404,H27
G112405,H27
G112406,H27
G112407,H27
G112408,H0+H27
G112409,H0
G113400,H27
G113401,H27
G113402,H27
G113403,H27
G113404,H27
G113405,H27
G113406,H27
G113407,H0+H27
G113408,H0+H27
G113409,H0
G114400,H27
G114401,H27
G114402,H27
G114403,H27
G114404,H27
G114405,H27
G114406,H27
G114407,H0+H27
G114408,H0
G114409,H0
G115400,H27
G115401,H27
G115402,H27
G115403,H27
G115404,H27
G115405,H27
G115406,H27
G115407,H0+H27
G115408,H0+H27
G115409,H0
G116400,H27
G116401,H27
G116402,H27
G116403,H27
G116404,H27
G116405,H27
G116406,H27
G116407,H27
G116408,H0+H27
G116409,H0+H27
G117400,H27
G117401,H27
G117402,H27
G117403,H27
G117404,H27
G117405,H27
G117406,H27
G117407,H27
G117408,H27
G117409,H27
G118400,H27
G118401,H27
G118402,H27
G118403,H27
G118404,H27
G118405,H27
G118406,H27
G118407,H27
G118408,H27
G118409,H27
G119400,H27
G119401,H27
G119402,H27
G119403,H27
G119404,H27
G119405,H27
G119406,H27
G119407,H27
G119408,H27
G119409,H27
G1141,H0+H27
G110410,H0
G110411,H0
G110412,H0
G110413,H0
G110414,H0
G110415,H0
G110416,H0
G110417,H0
G110418,H0
G110419,H0
G111410,H0
G111411,H0
G111412,H0
G111413,H0
G111414,H0
G111415,H0
G111416,H0
G111417,H0
G111418,H0
G111419,H0
G112410,H0
G112411,H0
G112412,H0
G112413,H0
G112414,H0
G112415,H0
G112416,H0
G112417,H0
G112418,H0
G112419,H0
G113410,H0
G113411,H0
G113412,H0
G113413,H0
G113414,H0
G113415,H0
G113416,H0
G113417,H0
G113418,H0
G113419,H0
G114410,H0
G114411,H0
G114412,H0
G114413,H0
G114414,H0
G114415,H0
G114416,H0
G114417,H0
G114418,H0
G114419,H0
G115410,H0+H27
G115411,H0+H27
G115412,H0+H27
G115413,H0+H27
G115414,H0+H27
G115415,H0
G115416,H0
G115417,H0
G115418,H0
G115419,H0
G116410,H0+H27
G116411,H27
G116412,H27
G116413,H27
G116414,H0+H27
G116415,H0+H27
G116416,H0
G116417,H0
G116418,H0
G116419,H0
G117410,H27
G117411,H27
G117412,H27
G117413,H27
G117414,H27
G117415,H0+H27
G117416,H0
G117417,H0
G117418,H0
G117419,H0
G118410,H27
G118411,H27
G118412,H27
G118413,H27
G118414,H27
G118415,H0+H27
G118416,H0
G118417,H0
G118418,H0
G118419,H0
G119410,H27
G119411,H27
G119412,H27
G119413,H27
G119414,H27
G119415,H0+H27
G119416,H0+H27
G119417,H0
G119418,H0
G119419,H0
G14B,H0
G14C,H0
G14D,H0
G14E,H0
G14F,H0+H27
G1240,H27
G1241,H0+H27
G120410,H27
G120411,H27
G120412,H27
G120413,H27
G120414,H27
G120415,H27
G120416,H0+H27
G120417,H0+H27
G120418,H0
G120419,H0
G121410,H27
G121411,H27
G121412,H27
G121413,H27
G121414,H27
G121415,H27
G121416,H27
G121417,H0+H27
G121418,H0+H27
G121419,H0
G122410,H27
G122411,H27
G122412,H27
G122413,H27
G122414,H27
G122415,H27
G122416,H27
G122417,H27
G122418,H0+H27
G122419,H0
G123410,H27
G123411,H27
G123412,H27
G123413,H27
G123414,H27
G123415,H27
G123416,H27
G123417,H27
G123418,H0+H27
G123419,H0
G124410,H27
G124411,H27
G124412,H27
G124413,H27
G124414,H27
G124415,H27
G124416,H27
G124417,H27
G124418,H0+H27
G124419,H0+H27
G125410,H27
G125411,H27
G125412,H27
G125413,H27
G125414,H27
G125415,H27
G125416,H27
G125417,H27
G125418,H27
G125419,H27
G126410,H27
G126411,H27
G126412,H27
G126413,H27
G126414,H27
G126415,H27
G126416,H27
G126417,H27
G126418,H27
G126419,H27
G127410,H27
G127411,H27
G127412,H27
G127413,H27
G127414,H27
G127415,H27
G127416,H27
G127417,H27
G127418,H27
G127419,H27
G128410,H27
G128411,H27
G128412,H27
G128413,H27
G128414,H27
G128415,H27
G128416,H27
G128417,H27
G128418,H27
G128419,H27
G129410,H27
G129411,H27
G129412,H27
G129413,H27
G129414,H27
G129415,H27
G129416,H27
G129417,H27
G129418,H27
G129419,H27
G1340,H27
G1341,H0+H27
G130410,H27
G130411,H27
G130412,H27
G130413,H27
G130414,H27
G130415,H27
G130416,H27
G130417,H27
G130418,H27
G130419,H27
G131410,H27
G131411,H27
G131412,H27
G131413,H27
G131414,H27
G131415,H27
G131416,H27
G131417,H27
G131418,H27
G131419,H27
G132410,H27
G132411,H27
G132412,H27
G132413,H27
G132414,H27
G132415,H27
G132416,H27
G132417,H27
G132418,H27
G132419,H27
G133410,H27
G133411,H27
G133412,H27
G133413,H27
G133414,H27
G133415,H27
G133416,H27
G133417,H27
G133418,H27
G133419,H27
G134410,H27
G134411,H27
G134412,H27
G134413,H27
G134414,H27
G134415,H27
G134416,H27
G134417,H27
G134418,H27
G134419,H27
G135410,H27
G135411,H27
G135412,H27
G135413,H27
G135414,H27
G135415,H27
G135416,H27
G135417,H27
G135418,H27
G135419,H27
G136410,H27
G136411,H27
G136412,H27
G136413,H27
G136414,H27
G136415,H27
G136416,H27
G136417,H27
G136418,H27
G136419,H0+H27
G137410,H27
G137411,H27
G137412,H27
G137413,H27
G137414,H27
G137415,H27
G137416,H27
G137417,H27
G137418,H0+H27
G137419,H0+H27
G138410,H27
G138411,H27
G138412,H27
G138413,H27
G138414,H27
G138415,H27
G138416,H27
G138417,H0+H27
G138418,H0+H27
G138419,H0
G139410,H27
G139411,H27
G139412,H27
G139413,H27
G139414,H27
G139415,H27
G139416,H27
G139417,H0+H27
G139418,H0
G139419,H0
G14G,H0+H27
G1242,H0+H27
G120420,H0
G120421,H0
G120422,H0
G120423,H0
G120424,H0
G120425,H0
G120426,H0
G120427,H0
G120428,H0
G120429,H0
G121420,H0
G121421,H0
G121422,H0
G121423,H0
G121424,H0
G121425,H0
G121426,H0
G121427,H0
G121428,H0
G121429,H0
G122420,H0
G122421,H0
G122422,H0
G122423,H0
G122424,H0
G122425,H0
G122426,H0
G122427,H0
G122428,H0
G122429,H0
G123420,H0
G123421,H0
G123422,H0
G123423,H0
G123424,H0
G123425,H0
G123426,H0
G123427,H0
G123428,H0
G123429,H0
G124420,H0+H27
G124421,H0+H27
G124422,H0+H27
G124423,H0+H27
G124424,H0+H27
G124425,H0+H27
G124426,H0+H27
G124427,H0+H27
G124428,H0+H27
G124429,H0+H27
G125420,H27
G125421,H0+H27
G125422,H0+H27
G125423,H27
G125424,H27
G125425,H27
G125426,H27
G125427,H27
G125428,H0+H27
G125429,H0+H27
G126420,H27
G126421,H27
G126422,H27
G126423,H27
G126424,H27
G126425,H27
G126426,H27
G126427,H27
G126428,H27
G126429,H0+H27
G127420,H27
G127421,H27
G127422,H27
G127423,H27
G127424,H27
G127425,H27
G127426,H27
G127427,H27
G127428,H27
G127429,H0+H27
G128420,H27
G128421,H27
G128422,H27
G128423,H27
G128424,H27
G128425,H27
G128426,H27
G128427,H27
G128428,H0+H27
G128429,H0+H27
G129420,H27
G129421,H27
G129422,H27
G129423,H27
G129424,H27
G129425,H27
G129426,H27
G129427,H27
G129428,H0+H27
G129429,H0
G1243,H0
G1342,H0+H27
G130420,H27
G130421,H27
G130422,H27
G130423,H27
G130424,H27
G130425,H27
G130426,H0+H27
G130427,H0+H27
G130428,H0+H27
G130429,H0
G131420,H27
G131421,H27
G131422,H27
G131423,H27
G131424,H0+H27
G131425,H0+H27
G131426,H0+H27
G131427,H0
G131428,H0
G131429,H0
G132420,H27
G132421,H27
G132422,H0+H27
G132423,H0+H27
G132424,H0+H27
G132425,H0
G132426,H0
G132427,H0
G132428,H0
G132429,H0
G133420,H27
G133421,H27
G133422,H0+H27
G133423,H0
G133424,H0
G133425,H0
G133426,H0
G133427,H0
G133428,H0
G133429,H0
G134420,H27
G134421,H0+H27
G134422,H0+H27
G134423,H0
G134424,H0
G134425,H0
G134426,H0
G134427,H0
G134428,H0
G134429,H0
G135420,H27
